dead,lon,lat
1,126.93927409999999,37.59038756
1,126.9717317,37.54950802
1,127.0125517,37.59165934
1,127.0242273,37.63123983
1,127.01958970000001,37.62279351
1,127.0221154,37.61236625
1,127.0832413,37.53949856
1,126.9527236,37.54646503
1,126.90799579999998,37.51939806
1,126.8976481,37.50026411
1,127.0466383,37.55196461
1,127.03263559999999,37.54081437
1,126.9252888,37.50145641
1,126.93741509999998,37.50471459
1,127.08713700000001,37.59046559
1,126.9180342,37.47555196
1,127.04863119999999,37.52935729
1,127.0357669,37.52871253
1,126.86933090000001,37.54864494
1,127.1055086,37.51762701
1,127.1053044,37.52631541
1,127.1194606,37.5066131
1,126.8859857,37.49868078
1,127.007544,37.51613248
1,126.88004840000002,37.54218497
1,127.04365700000001,37.66940705
1,126.93226770000001,37.615068799999996
1,126.92218559999999,37.61771486
1,127.0298078,37.49359011
1,127.05500330000001,37.4893161
1,127.14160590000002,37.4988946
1,127.01174170000002,37.56480489
1,127.0140727,37.56504886
1,126.9731706,37.55417442
1,126.9704712,37.56925089999999
1,126.94982549999999,37.6095907
1,127.0140925,37.57245802
2,126.9772139,37.52152743
1,126.9680354,37.52959862
1,127.0080483,37.58920703
1,127.02301059999999,37.63364149
1,127.030731,37.63509656
1,127.0436246,37.58573555
1,127.0600841,37.53526833
1,127.0860756,37.54587389
1,126.91914150000001,37.52679941
1,126.9077947,37.51477312
1,126.9215154,37.52422418
1,126.90021680000001,37.45490286
1,127.0321794,37.56308495
1,127.04466979999998,37.54800911
1,127.08575520000001,37.59657188
1,127.09769080000001,37.59102482
1,127.0562528,37.50755531
1,127.04407250000001,37.51782046
1,127.1445227,37.55655427
1,127.1325088,37.531450799999995
1,127.1363087,37.49710273
1,127.15119579999998,37.49728283
1,126.84639890000001,37.50152396
1,126.9015058,37.48469028
1,126.86131110000001,37.49344829
1,126.8713293,37.49533178
1,126.89421029999998,37.49447787
1,127.02190470000001,37.50356347
1,127.0045523,37.48253537
1,126.8418524,37.51166595
1,127.0535196,37.68116212
1,127.02708390000002,37.64900766
1,127.0347496,37.67766451
1,126.90618359999999,37.61231753
1,126.92180259999998,37.60760809
1,127.0590926,37.44212696
1,127.1679473,37.57124512
1,127.00243490000001,37.56466688
1,126.9595071,37.60095554
1,126.9513736,37.58082709
1,126.92488829999999,37.59487011
1,126.98869509999999,37.53389018
1,127.0080935,37.58750368
1,127.00897479999999,37.5895534
1,127.0334443,37.61078916
1,127.02540490000001,37.634967100000004
1,127.00542879999999,37.67345315
1,127.05597949999999,37.58991084
1,126.95646609999999,37.55333256
1,126.92045630000001,37.55432404
1,126.9047102,37.519886299999996
1,126.9083621,37.49592866
1,126.88731969999999,37.51401971
1,126.92416259999999,37.5258235
1,126.90069150000001,37.5158099
1,127.0364451,37.55992001
1,126.93849170000001,37.51355298
1,127.08429679999999,37.60215509
1,126.93360829999999,37.47396013
1,126.8290845,37.5728044
1,126.8126199,37.570240000000005
1,126.8575273,37.53896395
1,127.11639209999998,37.49600317
1,127.1127841,37.51995856
1,127.1242025,37.48833964
1,127.07720060000001,37.50272876
1,127.10395159999999,37.50818457
2,127.08552920000001,37.51675638
1,127.02619299999999,37.60364868
1,127.03849840000002,37.46501785
1,127.01306969999999,37.50860203
1,126.8392781,37.51744725
1,126.834919,37.52538168
1,127.06179409999999,37.64910564
1,127.07831540000001,37.65628642
1,127.04449469999999,37.67333108
1,126.91507209999999,37.61739138
1,126.917051,37.62371954
1,127.0741741,37.48519452
1,127.0028223,37.57113118
1,126.9349697,37.60239092
1,126.8953801,37.58222105
1,127.0127956,37.62895786
1,127.0679631,37.56644815
2,127.09218359999998,37.55196846
1,127.06622309999999,37.54626953
1,126.9445751,37.53854919
1,126.9008518,37.45326561
1,126.957577,37.47934194
1,126.9204237,37.47367987
1,127.02809109999998,37.52010121
1,126.8241451,37.57301958
1,127.12986940000002,37.55481469
1,127.1721207,37.5628715
1,127.17101559999999,37.55927202
1,127.11340009999999,37.49048609
1,127.1214284,37.50232894
1,127.1549555,37.49644659
1,127.1062673,37.51321288
1,127.1130146,37.49723603
1,127.0323456,37.60351098
1,127.0338697,37.60073006
1,127.03686110000001,37.60610663
1,127.03565829999998,37.59547506
1,126.8912244,37.48046447
1,127.00851570000002,37.49045686
1,126.8272841,37.51483774
1,127.0902211,37.62293375
1,127.0761294,37.66389487
1,126.91177009999998,37.61367048
1,126.99264270000002,37.48746935
1,127.0002529,37.47763189
1,127.00279840000002,37.56449716
1,126.98338059999999,37.56593706
1,126.941255,37.59209148
1,127.0106206,37.53018837
1,127.0242605,37.63135713
1,127.054675,37.56551545
1,127.0701006,37.57872331
1,127.0948719,37.53638429
1,126.9550659,37.55749033
1,126.94071840000001,37.55631458
1,126.8918818,37.5109877
1,126.9059857,37.51601691
1,126.9338134,37.51870441
1,126.9052737,37.521601700000005
1,126.90184440000002,37.49613019
1,126.9011733,37.49657747
1,126.8943811,37.51675117
1,127.025566,37.56500547
1,127.0315889,37.56336202
1,126.9231848,37.499949900000004
1,127.07669820000001,37.61362022
1,127.0307211,37.51394641
1,126.8728838,37.55020516
1,127.1250747,37.540116499999996
1,127.0911469,37.50961917
1,127.09699340000002,37.50391563
1,127.04897179999999,37.61368876
1,127.0227872,37.49644631
1,127.037527,37.64127052
1,126.9228582,37.61718636
1,126.90777179999999,37.64634188
1,127.0613815,37.49346819
1,127.0467622,37.494071000000005
1,126.89732790000001,37.44717251
1,126.9149591,37.56961078
1,126.9998183,37.53601092
1,127.0091217,37.61547662
1,127.0135447,37.63399943
1,127.06881570000002,37.58944466
1,127.06034220000001,37.59633754
1,127.0310469,37.57396874
1,127.0465774,37.57509301
1,127.0638025,37.53231667
1,127.1089348,37.5460789
1,126.89585590000002,37.55978005
1,126.8963851,37.56014329
1,126.8820019,37.52357336
1,126.91679620000001,37.51696312
1,126.90970209999999,37.48378509
1,126.909848,37.48105471
1,126.897975,37.46939434
1,126.9643514,37.50823792
1,127.07992150000001,37.57436009
1,127.09706580000001,37.59981081
1,127.0934024,37.592263
1,127.0931342,37.60616082
1,127.03393170000001,37.53080546
1,127.12383100000001,37.55108203
1,127.1363288,37.53026382
1,127.11966340000001,37.51481883
1,127.10314009999999,37.50971415
1,126.8417986,37.4997498
1,126.84197830000001,37.49989502
1,126.89257820000002,37.48089507
1,127.0267318,37.48805249
1,126.8350866,37.5294477
1,127.05533700000001,37.67687864
1,127.0600591,37.63383052
1,127.0691473,37.63407136
1,127.0678994,37.65776297
1,126.98190859999998,37.48280691
1,126.99828459999999,37.54699189
1,126.98767269999999,37.54601793
1,126.972718,37.55574075
1,126.9914605,37.52501478
1,126.95512690000001,37.52734047
1,127.0221506,37.58029657
1,127.01052109999999,37.64570429999999
1,127.0427882,37.58173935
1,127.0449967,37.57989111
1,126.9263163,37.54753847
1,126.92040490000001,37.54780705
1,126.9054582,37.52544239
1,126.9000338,37.50608998
1,126.89952849999999,37.46462504
1,127.0372067,37.56859398
1,127.05438829999999,37.53759951
1,126.95096540000002,37.5068064
1,127.047329,37.50699867
1,127.05616770000002,37.52192263
1,127.03675259999999,37.51022959
1,126.7996008,37.57954641
1,127.12811229999998,37.53703446
1,127.12620829999999,37.54659183
1,127.1471442,37.49279102
1,127.12805619999999,37.51185034
1,127.03558899999999,37.5956821
1,127.04728459999998,37.60791371
1,126.84937109999998,37.49929601
1,126.8637603,37.53675334
1,127.0740665,37.62605828
1,127.0721899,37.62724126
1,127.06343190000001,37.61718627
1,127.0780865,37.66666899
1,126.98272720000001,37.49498875
1,127.07451470000001,37.48757625
1,127.1004472,37.48847802
1,127.0022804,37.56577489
1,126.9711752,37.56978405
1,126.9521033,37.5956125
1,126.9563985,37.53301583
2,126.96593940000001,37.53784554
1,126.94659840000001,37.53434037
1,127.01070259999999,37.64568703
1,127.0708053,37.57236236
1,127.05122879999999,37.58314179
1,127.04136640000002,37.5790388
1,127.0941063,37.52101353
1,126.94437260000001,37.55667435
1,126.9217294,37.52435142
1,126.88439709999999,37.46479055
1,126.9802245,37.50189118
1,126.96532859999998,37.50447468
1,127.07622040000001,37.59597919
1,126.91382320000001,37.47748709
1,126.9497297,37.48246402
1,127.05275859999999,37.52806603
1,127.0256649,37.51901888
1,127.0544277,37.52526011
1,126.850567,37.55189622
1,126.826902,37.55987576
1,126.84438999999999,37.55785602
1,126.83692179999998,37.57780605
1,127.1527787,37.53898438
1,127.07034540000001,37.51044669
1,127.11133259999998,37.49653646
1,127.12055020000001,37.53052064
1,126.8802031,37.49476575
1,126.83573,37.48878243
1,127.00845919999999,37.47836938
1,127.01610579999999,37.51678079
1,127.00685690000002,37.49501082
1,127.01331809999999,37.50868417
1,126.8363711,37.52626416
1,126.8442787,37.52015212
1,126.85168059999998,37.52265367
1,126.83235159999998,37.52520495
1,127.05691409999999,37.62904165
1,127.039474,37.65637552
1,126.98113670000001,37.50413956
1,126.98146129999999,37.47846129
1,127.13310702,37.49874052
1,126.89809356,37.47294629
1,126.91544404,37.61909675
1,126.89773933,37.48749238
1,126.90349219,37.44395888
1,127.09494311,37.55460089
1,126.95493031,37.48122622
1,127.08607182,37.594635100000005
1,127.06517414,37.54170482
1,127.02547445,37.54730259
1,127.03815941,37.60244866
1,126.90147689,37.50673726
1,126.88339929,37.53665923
1,127.14191597,37.50030167
1,126.93164793,37.51327688
1,126.98179806,37.47719185
1,126.86287325,37.5465552
1,127.0275518,37.49794369
1,126.84868321,37.54460299
1,126.93194366,37.48768884
1,126.91260064,37.47328971
1,126.92909438,37.57216769
1,126.91180536,37.54872896
1,126.89833102,37.50538728
1,127.07125472,37.55125436
1,127.05334593,37.55104375
1,127.00423797,37.57110108
1,126.90944083,37.49254496
1,127.02782299,37.51955031
1,127.14650819,37.50772469
1,127.03374892,37.57832394
1,127.00730516,37.57306984
1,127.02107323,37.48317136
1,127.04497965,37.6774881
1,126.87363384,37.52144716
1,126.87208101,37.5311915
1,127.06898058,37.59031055
1,126.99881718,37.50970516
1,127.05019199,37.67442554
1,127.05781951,37.57756929
1,127.00119608,37.58573513
1,126.97716597,37.57053361
1,127.04509332,37.5230162
1,127.08725897,37.56221774
1,127.01916637,37.51596404
1,127.05446177,37.58799426
1,126.90990296,37.48125328
1,127.08005175,37.57275074
1,127.03519540000002,37.5715425
1,126.9488544,37.50307397
1,127.06318855,37.61422896
1,127.0331808,37.64025292
1,127.14555839,37.49562557
1,126.91883586,37.63462549
1,126.93788871,37.49587455
1,127.12877932,37.47504547
1,127.04772095,37.65182864
1,126.85067221,37.55281617
1,127.13810019,37.53375751
1,127.03412275,37.50007897
1,126.91773366,37.56957943
1,127.12908438,37.53707988
1,127.13322269999999,37.53590572
1,127.17118329999998,37.55717234
1,126.84248597,37.52714563
1,126.97614248,37.47403919
1,127.06500307,37.59449623
1,127.05919795,37.47618095
1,127.02307973,37.633461499999996
1,126.91377290000001,37.54901817
1,127.04375081,37.56690688
2,126.90646523,37.53547046
1,127.01853179999999,37.619895899999996
1,127.01555606,37.657613700000006
1,126.98258691,37.56609583
1,126.97762005,37.61088875
1,127.02590118,37.56750355
1,126.92697741,37.48775499
1,126.91358158,37.5701096
1,126.91168319,37.55419051
1,127.04064582,37.46760141
1,127.09364184,37.49187097
1,127.11237129999999,37.54286969
1,126.89669721,37.45109022
1,127.08825552,37.55601992
1,126.91925966,37.55388551
1,127.12678851,37.49602745
1,127.03993858,37.46859918
1,127.08704551,37.67664241
2,127.07995762,37.56995262
1,126.97313216,37.50492437
1,127.03985307,37.66292069
1,126.94796429,37.54097168
1,127.13730568,37.53421477
1,127.17691154,37.55471844
1,127.08373795,37.53568758
1,127.01726529999999,37.58968674
1,127.10676044,37.50548987
1,126.91554632,37.51181022
1,126.92924451,37.51773961
1,127.13855214,37.53392114
1,127.01306285,37.47829829999999
1,126.99993685,37.57079451
1,126.98975329,37.50648457
1,126.88822343,37.53083457
1,127.07634540000001,37.48387823
1,126.88198888,37.52103148
1,127.04242492,37.62996881
1,126.89541469,37.47838583
1,126.98261208,37.51986567
1,126.84471462,37.5181896
1,127.01790341,37.63122317
1,127.01239588,37.59124408
1,126.92931733,37.51322959
1,127.03901501,37.55813638
1,127.02403224,37.56581051
1,126.83992331,37.47501522
1,126.91369762,37.49645101
1,126.93157741,37.54792445
1,127.16524014,37.55190074
1,126.87921882,37.52756075
1,127.05348306,37.65318457
1,127.13955187,37.49550824
1,126.94988907,37.50083442
1,127.0467723,37.52421245
1,127.02720799,37.60438284
1,127.15625218,37.54918888
1,127.0904798,37.54472469
1,126.92309925,37.60064798
1,127.14601553,37.49704208
1,127.10356037,37.61839149
1,126.86389861,37.53112968
1,127.07470517,37.55926633
1,127.02352168,37.60861334
1,126.85545854,37.51366086
1,126.90440994,37.486462599999996
1,126.96166593,37.52153781
1,126.81153922,37.56461836
1,127.05197893,37.48432015
1,127.16486336,37.55766834
1,127.04856997,37.47376123
1,126.90574377,37.50513637
1,126.90230813,37.43946592
1,126.85877006,37.50617965
1,127.00684150000001,37.53001942
1,127.05085247,37.64573856
1,126.81674587,37.5710301
1,126.89097233,37.56022366
1,126.90620707,37.53234148
1,127.11318189,37.49769627
1,126.96736685,37.52493562
1,127.07310134,37.54507777
1,127.02324831,37.50399254
1,127.01322409,37.56494621
1,127.12824039,37.5020982
1,126.95463873,37.52443586
1,127.13505802,37.55182032
1,127.00981834,37.55591863
1,127.03537004,37.47588234
1,126.97973065,37.47669603
1,126.9230741,37.5774924
1,127.10256345,37.5459107
1,126.83782497,37.54102735
1,126.90678586,37.51499339
1,127.04009104,37.47878517
1,127.12695836,37.47552196
1,126.97181226,37.57818924
1,127.05506294,37.65439833
1,126.84694279,37.49753399
1,126.90608874,37.57436163
2,127.04749039,37.45567212
1,126.8966979,37.52133287
1,127.12169239,37.54639717
1,127.06093477,37.67375396
1,127.06188522,37.54276527
1,126.88909916,37.58578506
1,126.9452615,37.52687091
1,127.12033631,37.54369777
1,126.86402988,37.54365911
1,126.99477648,37.50150363
1,127.0398494,37.67086143
1,126.98645159,37.53754894
1,127.02302152,37.50407275
1,127.02481933,37.65216224
1,127.00604124,37.49517867
1,127.13715133,37.47492275
2,126.93132936,37.60884505
1,126.85328828,37.51339661
1,126.87018861,37.55837502
1,126.90111394,37.53516402
1,127.02205278,37.60090993
1,127.06479256,37.57033935
1,127.01065958,37.57097464
1,126.85194943,37.49811138
1,127.06403925,37.54803715
1,126.88185692,37.52468126
1,127.10173624,37.67779256
1,126.81563675,37.54867943
1,126.97839369,37.56660917
1,127.12867793,37.53709933
1,127.0406544,37.59538645
1,126.84196355,37.55439939
1,126.90300499,37.44836408
1,127.05353635,37.58363726
1,127.03746634,37.61265275
1,127.04498044,37.54532428
1,127.06991459,37.59137755
1,126.92042491,37.4998733
1,127.07756817,37.63808573
1,127.09274307,37.48447671
1,127.03200888,37.57043928
1,127.15591847,37.55208937
1,127.07399604,37.56091775
1,127.06878511,37.57903399
1,126.86355747,37.52599016
1,127.04477332,37.57751069
1,127.02874089,37.60742649
1,126.98814446,37.5449023
1,127.02210073,37.58632638
1,127.10580735,37.60057944
1,127.11141783,37.48225915
1,127.16308061,37.55630222
1,127.05303513,37.60873782
1,127.12084793,37.53878703
1,126.79834639,37.58167512
1,126.88349892,37.49979452
1,126.88295788,37.55176348
1,127.04988706,37.58402
1,126.84804486,37.50284723
1,127.06069682,37.54466271
1,126.92605293,37.46369324
1,126.90044806,37.46559416
1,127.03772025,37.5716155
2,127.11351904,37.52665805
1,127.09040838,37.62391687
1,127.09926571,37.52118438
1,126.99034561,37.57740542
1,127.02370876,37.58637794
1,126.85198506,37.56985876
1,126.91058431,37.50969443
2,127.05083662,37.45217316
1,126.96586577,37.50689635
1,126.91883438,37.52991657
1,126.99541245,37.56162658
1,127.02489080000001,37.50368368
1,127.03505694,37.515450799999996
1,127.0486947,37.47370762
1,127.05577254,37.52749152
1,127.06844743,37.57278641
1,126.93761944,37.58900965
1,127.01291072,37.62346918
1,126.98502271,37.51983114
1,127.05095242,37.68560495
1,127.0524173,37.62108386
1,126.83653036,37.52233518
1,127.06526098,37.59105404
1,126.87119597,37.51527798
1,127.0207692,37.62086944
1,127.10871023,37.54377699
1,126.89985457,37.52706351
1,127.04532636,37.57968507
1,127.05351521,37.45994407
1,126.92274736,37.60660411
1,126.90791272,37.56425772
1,126.91423998,37.49653482
1,127.05139689,37.61551871
2,127.04314809,37.57845082
1,127.05675613,37.66897929
1,126.92735946,37.51030874
1,127.04596122,37.4955732
1,126.94675762,37.59241484
1,126.96725798,37.56171471
1,127.08816271,37.55642521
1,127.03925981,37.62864955
1,126.93514559,37.63755292
1,127.05856194,37.51699217
1,126.94272283,37.49539269
1,126.84757172,37.5019631
1,127.08811937,37.60335827
1,127.0708947,37.62977834
1,126.99217054,37.57049996
1,127.04460318,37.577555100000005
1,126.90692127,37.5196162
1,126.91634691,37.51797943
1,127.03673066,37.58877327
1,126.9012217,37.51460477
1,126.82460796,37.48908893
1,126.88490886,37.48789498
1,126.95346384,37.52570134
1,127.06026262,37.61274891
1,127.12654180000001,37.47968495
1,126.98188419,37.48273559
1,127.10558737,37.50695518
1,127.10691714,37.50581488
1,127.0518354,37.51591225
2,127.05997722,37.54383079
1,126.88440220000001,37.5894922
1,126.9706443,37.5319809
1,127.01079918,37.60674959
1,126.90577097,37.48028615
1,126.83959898,37.4874521
1,126.98798459999999,37.57323099
1,126.96078418,37.50709499
1,127.07910642,37.61855918
1,126.93071201,37.60957215
1,126.83398447,37.54011342
1,127.03625299,37.59273731
1,126.98964167,37.51955374
1,127.01703159999998,37.57326326
1,127.06285019,37.60234801
1,126.91549448,37.605414700000004
1,127.15516046,37.55517069
1,127.11229857,37.51755935
1,127.14130044,37.55798669
1,126.95073020000001,37.51280562
1,126.84678279,37.50161622
1,127.02312262,37.57528
1,127.08212343,37.59171885
1,126.93895479999999,37.50458671
1,126.93528106,37.48611845
1,126.93994293,37.50256335
1,127.12165295,37.53403947
1,127.04065299,37.46273408
1,127.01774212,37.63162811
1,126.95208846,37.48782003
1,126.95871968,37.47333872
1,127.09019624,37.54275876
1,127.03426246,37.55587337
1,127.06932054,37.63939891
1,127.02776172,37.58130162
1,127.01097228,37.57164293
1,126.91593533,37.59104953
1,127.07405217,37.51125332
1,127.02336285,37.57490241
1,126.98480654,37.46894854
1,126.88912311,37.4787771
1,126.98014056,37.52052182
1,127.08745104,37.58897947
1,126.94819023,37.46570958
1,126.86900476,37.52555069
1,127.08031059,37.5373069
1,126.95964464,37.49691618
1,126.87722576,37.48412042
1,127.13753484,37.55701975
1,127.08910279999999,37.62228991
1,127.03422721,37.55425981
1,126.94846688,37.54496701
1,127.05662844,37.58858920000001
1,127.12487243,37.46745715
1,126.95196668,37.55707939
1,127.04799721,37.54064883
1,127.07572176,37.5041476
2,126.99807367,37.56663139
1,127.02628648,37.50106994
1,127.10184142,37.48730104
1,127.0088774,37.48359
1,127.03584796,37.48272556
1,126.97223359,37.54415625
1,126.84603618,37.54413137
1,127.03255318,37.61016371
1,126.99630574,37.51468799
1,127.05424382,37.56565804
2,126.94785074,37.51645439
1,126.89755629,37.53983293
1,127.03782076,37.66154272
1,126.83667436,37.52268751
1,126.91901842,37.49756884
1,127.01713261,37.63825045
1,127.10037529,37.60163377
1,126.92253319999999,37.50522866
1,127.05686546,37.53405749
1,126.90516369,37.49939003
1,127.05387069,37.57126302
1,126.98764842,37.56609988
1,127.03523423,37.57805038
1,127.07966259999999,37.62442889
1,126.98036486,37.4849012
1,127.05720247,37.57849537
1,126.91760901,37.52157304
1,126.95185333,37.51534635
1,127.08545088,37.48999472
1,127.04735291,37.626544700000004
1,126.91272476,37.58274847
1,126.96290449,37.52383378
1,127.00265487,37.55372544
1,126.98285954,37.53483823
1,127.03656586,37.56602262
1,126.84437862,37.4957982
1,126.90677508,37.57492391
1,127.03269701,37.54910705
1,126.83900596,37.49056746
1,126.84891152,37.52746064
1,126.91789538,37.59389844
1,127.08059429,37.5169643
1,127.08219945,37.67125339
1,127.07837099999999,37.58624334
1,126.94117283,37.50148755
1,127.00537496,37.58924092
1,127.10024148,37.59911856
1,126.90605201,37.51763968
1,126.88564467,37.46295827
1,126.91272298,37.5702847
1,126.83481645,37.53692735
1,126.92941077,37.52919298
1,126.92678090000001,37.60804789
1,126.82962679999999,37.53376132
1,126.90860311,37.47683914
1,127.04287035,37.55718693
1,126.96601395,37.47655371
1,126.92737405,37.49506691
1,127.05709256,37.66770066
1,126.99108012,37.47435685
1,127.0014117,37.58567295
1,126.89904344,37.50119961
1,126.87674416,37.47809953
1,127.03833152,37.61382788
1,127.0761975,37.61798993
1,126.97166781,37.54252047
1,126.89450059,37.52436819
1,126.90118093,37.506961100000005
1,126.92101838,37.45082429
1,126.9596473,37.57058993
1,127.07099959,37.55823891
1,127.15264795,37.53887043
1,127.02345477,37.50711207
1,126.90910627,37.53212167
1,126.88473257,37.55071817
1,127.08289961,37.56202936
1,127.08868247,37.50509029
1,127.04254791,37.51360342
1,126.80387704,37.57275759
1,127.02060263,37.56559834
1,126.97018938,37.58505923
1,127.15548821,37.55529783
1,126.95362849,37.48184485
1,127.09542904,37.59872360000001
1,126.95072541,37.48241457
1,126.90234468,37.46883064
1,126.92442766,37.51032334
1,126.92396345,37.60904367
1,126.91421123,37.5927986
1,127.03781368,37.57115618
1,126.99118453,37.47446997
1,126.99070005,37.52034249
1,127.01537726,37.57690694
1,126.88363103,37.49198047
1,126.99961594,37.52225542
1,126.84115415,37.51515028
1,126.86272162,37.52978934
1,126.92637216,37.60225931
1,127.03302227,37.59130946
1,127.10632982,37.49268911
1,127.15359514,37.56802841
